"","Subject","Confidence","Color_label_matched","Language","Age","Gender","Language_spoken","rt","Condition","Condition_label","Chain","Generation","Color_label_source","Lightness_source","Lighness_matched","Saturation_source","Saturation_matched","Hue_source","Hue_matched","Focal","Seed","Secondary_focal","Dif","Dif_2","Rel_dif","Rel_dif_2","Accuracy_hue","Accuracy_sat"
"428","lp4v",4,"seed ocean blue","Danish","26","female","Dansk",49953,"1","Pure transmission","4",2,"seed havblå",50,50,53,55,180,180,193.6,179.34,136.5,13.6,43.5,95.3716690042076,101.540616246499,0,2
"429","lqc6",5,"seed ocean blue","Danish","23","female","dansk",22761,"2","Naming transmission","4",12,"seed havblå",50,50,73,76,184,184,193.6,179.34,136.5,9.59999999999999,47.5,67.3211781206171,110.877684407096,0,3
"430","lqc6",4,"seed mustard","Danish","23","female","dansk",26097,"2","Naming transmission","4",12,"seed sennepsgul",50,50,52,55,65,65,62.4,49.85,26,-2.6,39,-20.7171314741036,163.522012578616,0,3
"431","lqc6",6,"seed grass green","Danish","23","female","dansk",22475,"2","Naming transmission","4",12,"seed græsgrøn",50,50,65,69,116,113,136.5,117.98,62.4,23.5,50.6,126.889848812095,91.0399424253328,3,4
"432","lqc6",6,"seed dark rose","Danish","23","female","dansk",10652,"2","Naming transmission","4",12,"seed mørk rosa",50,50,67,63,304,309,372.2,327.55,278,63.2,31,141.545352743561,62.5630676084763,5,4
"433","m0fk",2,"seed dark rose","Danish","24","female","Dansk",24641,"1","Pure transmission","2",7,"seed mørk rosa",50,50,36,38,304,303,372.2,327.55,278,69.2,25,154.98320268757,50.4540867810292,1,2
"434","m0fk",3,"seed grass green","Danish","24","female","Dansk",28898,"1","Pure transmission","2",7,"seed græsgrøn",50,50,75,81,135,116,136.5,117.98,62.4,20.5,53.6,110.691144708423,96.4375674703131,19,6
"435","m0fk",5,"seed ocean blue","Danish","24","female","Dansk",10383,"1","Pure transmission","2",7,"seed havblå",50,50,53,53,180,180,193.6,179.34,136.5,13.6,43.5,95.3716690042076,101.540616246499,0,0
"436","m0fk",4,"seed mustard","Danish","24","female","Dansk",13951,"1","Pure transmission","2",7,"seed sennepsgul",50,50,53,57,43,47,62.4,49.85,26,15.4,21,122.709163346614,88.0503144654088,4,4
"437","m2bv",5,"seed mustard","Danish","26","female","Dansk",64338,"2","Naming transmission","4",4,"seed sennepsgul",50,50,48,54,52,64,62.4,49.85,26,-1.6,38,-12.7490039840638,159.329140461216,12,6
"438","m2bv",5,"seed grass green","Danish","26","female","Dansk",10567,"2","Naming transmission","4",4,"seed græsgrøn",50,50,67,85,123,110,136.5,117.98,62.4,26.5,47.6,143.088552915767,85.6423173803526,13,18
"439","m2bv",4,"seed ocean blue","Danish","26","female","Dansk",8664,"2","Naming transmission","4",4,"seed havblå",50,50,64,53,184,188,193.6,179.34,136.5,5.59999999999999,51.5,39.2706872370266,120.214752567694,4,11
"440","m2bv",2,"seed dark rose","Danish","26","female","Dansk",10512,"2","Naming transmission","4",4,"seed mørk rosa",50,50,44,61,314,300,372.2,327.55,278,72.2,22,161.702127659575,44.3995963673057,14,17
"441","m95k",4,"seed dark rose","Danish","34","female","Dansk",65411,"2","Naming transmission","0",2,"seed mørk rosa",50,50,38,40,320,322,372.2,327.55,278,50.2,44,112.430011198208,88.7991927346115,2,2
"442","m95k",4,"seed mustard","Danish","34","female","Dansk",15831,"2","Naming transmission","0",2,"seed sennepsgul",50,50,38,37,47,49,62.4,49.85,26,13.4,23,106.772908366534,96.4360587002096,2,1
"443","m95k",5,"seed ocean blue","Danish","34","female","Dansk",34826,"2","Naming transmission","0",2,"seed havblå",50,50,29,29,185,180,193.6,179.34,136.5,13.6,43.5,95.3716690042076,101.540616246499,5,0
"444","m95k",1,"seed grass green","Danish","34","female","Dansk",80087,"2","Naming transmission","0",2,"seed græsgrøn",50,50,27,34,112,113,136.5,117.98,62.4,23.5,50.6,126.889848812095,91.0399424253328,1,7
"445","mhfr",2,"seed dark rose","Danish","21","female","Dansk",9588,"1","Pure transmission","3",14,"seed mørk rosa",50,50,50,46,314,309,372.2,327.55,278,63.2,31,141.545352743561,62.5630676084763,5,4
"446","mhfr",4,"seed grass green","Danish","21","female","Dansk",15450,"1","Pure transmission","3",14,"seed græsgrøn",50,50,60,62,84,88,136.5,117.98,62.4,48.5,25.6,261.879049676026,46.0597337171644,4,2
"447","mhfr",3,"seed ocean blue","Danish","21","female","Dansk",10482,"1","Pure transmission","3",14,"seed havblå",50,50,52,58,185,182,193.6,179.34,136.5,11.6,45.5,81.3464235624124,106.209150326797,3,6
"448","mhfr",4,"seed mustard","Danish","21","female","Dansk",20543,"1","Pure transmission","3",14,"seed sennepsgul",50,50,61,61,56,57,62.4,49.85,26,5.4,31,43.0278884462151,129.979035639413,1,0
"449","mmt4",5,"seed mustard","Danish","21","female","Dansk",20152,"2","Naming transmission","3",10,"seed sennepsgul",50,50,51,40,48,47,62.4,49.85,26,15.4,21,122.709163346614,88.0503144654088,1,11
"450","mmt4",4,"seed dark rose","Danish","21","female","Dansk",6215,"2","Naming transmission","3",10,"seed mørk rosa",50,50,59,46,320,313,372.2,327.55,278,59.2,35,132.586786114222,70.635721493441,7,13
"451","mmt4",6,"seed grass green","Danish","21","female","Dansk",6084,"2","Naming transmission","3",10,"seed græsgrøn",50,50,45,50,108,105,136.5,117.98,62.4,31.5,42.6,170.086393088553,76.646275638719,3,5
"452","mmt4",6,"seed ocean blue","Danish","21","female","Dansk",15116,"2","Naming transmission","3",10,"seed havblå",50,50,61,61,180,180,193.6,179.34,136.5,13.6,43.5,95.3716690042076,101.540616246499,0,0
"453","n0n0",5,"seed ocean blue","Danish","22","female","DanskEngelsk",11449,"2","Naming transmission","3",14,"seed havblå",50,50,59,69,182,181,193.6,179.34,136.5,12.6,44.5,88.35904628331,103.874883286648,1,10
"454","n0n0",6,"seed mustard","Danish","22","female","DanskEngelsk",12290,"2","Naming transmission","3",14,"seed sennepsgul",50,50,48,36,58,60,62.4,49.85,26,2.4,34,19.1235059760956,142.557651991614,2,12
"455","n0n0",5,"seed dark rose","Danish","22","female","DanskEngelsk",7255,"2","Naming transmission","3",14,"seed mørk rosa",50,50,54,35,307,312,372.2,327.55,278,60.2,34,134.826427771557,68.6175580221998,5,19
"456","n0n0",6,"seed grass green","Danish","22","female","DanskEngelsk",5787,"2","Naming transmission","3",14,"seed græsgrøn",50,50,63,70,95,98,136.5,117.98,62.4,38.5,35.6,207.883369330454,64.0518172004318,3,7
"457","na32",5,"seed ocean blue","Danish","57","male","Dansk",17412,"2","Naming transmission","0",11,"seed havblå",50,50,54,73,181,181,193.6,179.34,136.5,12.6,44.5,88.35904628331,103.874883286648,0,19
"458","na32",5,"seed grass green","Danish","57","male","Dansk",13833,"2","Naming transmission","0",11,"seed græsgrøn",50,50,74,67,115,118,136.5,117.98,62.4,18.5,55.6,99.8920086393089,100.035984166967,3,7
"459","na32",5,"seed dark rose","Danish","57","male","Dansk",15527,"2","Naming transmission","0",11,"seed mørk rosa",50,50,76,65,306,307,372.2,327.55,278,65.2,29,146.024636058231,58.5267406659939,1,11
"460","na32",5,"seed mustard","Danish","57","male","Dansk",16299,"2","Naming transmission","0",11,"seed sennepsgul",50,50,61,67,56,55,62.4,49.85,26,7.4,29,58.9641434262948,121.593291404612,1,6
"461","nnzw",5,"seed grass green","Danish","22","female","Dansk",23759,"1","Pure transmission","2",14,"seed græsgrøn",50,50,79,82,113,109,136.5,117.98,62.4,27.5,46.6,148.488120950324,83.8431090320259,4,3
"462","nnzw",5,"seed mustard","Danish","22","female","Dansk",9100,"1","Pure transmission","2",14,"seed sennepsgul",50,50,72,75,50,51,62.4,49.85,26,11.4,25,90.8366533864542,104.82180293501,1,3
"463","nnzw",4,"seed ocean blue","Danish","22","female","Dansk",20875,"1","Pure transmission","2",14,"seed havblå",50,50,72,70,179,180,193.6,179.34,136.5,13.6,43.5,95.3716690042076,101.540616246499,1,2
"464","nnzw",5,"seed dark rose","Danish","22","female","Dansk",27254,"1","Pure transmission","2",14,"seed mørk rosa",50,50,50,53,292,293,372.2,327.55,278,79.2,15,177.379619260918,30.2724520686176,1,3
"465","nthf",2,"seed mustard","Danish","24","male","Dansk",49494,"2","Naming transmission","2",13,"seed sennepsgul",50,50,75,65,42,41,62.4,49.85,26,21.4,15,170.517928286853,62.8930817610063,1,10
"466","nthf",6,"seed grass green","Danish","24","male","Dansk",16845,"2","Naming transmission","2",13,"seed græsgrøn",50,50,68,77,119,135,136.5,117.98,62.4,1.5,72.6,8.09935205183585,130.622526088521,16,9
"467","nthf",5,"seed ocean blue","Danish","24","male","Dansk",12865,"2","Naming transmission","2",13,"seed havblå",50,50,86,73,183,184,193.6,179.34,136.5,9.59999999999999,47.5,67.3211781206171,110.877684407096,1,13
"468","nthf",6,"seed dark rose","Danish","24","male","Dansk",11439,"2","Naming transmission","2",13,"seed mørk rosa",50,50,58,55,310,315,372.2,327.55,278,57.2,37,128.107502799552,74.6720484359233,5,3
"469","nw85",4,"seed dark rose","Danish","25","female","Dansk",24807,"1","Pure transmission","5",0,"seed mørk rosa",50,50,60,66,327.55,328,372.2,327.55,278,44.2,50,98.9921612541994,100.908173562058,0.449999999999989,6
"470","nw85",5,"seed mustard","Danish","25","female","Dansk",29744,"1","Pure transmission","5",0,"seed sennepsgul",50,50,60,62,49.85,51,62.4,49.85,26,11.4,25,90.8366533864542,104.82180293501,1.15,2
"471","nw85",5,"seed ocean blue","Danish","25","female","Dansk",19211,"1","Pure transmission","5",0,"seed havblå",50,50,60,64,179.34,179,193.6,179.34,136.5,14.6,42.5,102.384291725105,99.2063492063492,0.340000000000003,4
"472","nw85",5,"seed grass green","Danish","25","female","Dansk",13548,"1","Pure transmission","5",0,"seed græsgrøn",50,50,60,63,117.98,108,136.5,117.98,62.4,28.5,45.6,153.887688984881,82.0439006836992,9.98,3
"473","o0pu",5,"seed dark rose","English","28","female","Swedish",13920,"2","Naming transmission","0",4,"seed dark rose",50,50,62,56,313,313,372.2,327.55,278,59.2,35,132.586786114222,70.635721493441,0,6
"474","o0pu",5,"seed mustard","English","28","female","Swedish",13646,"2","Naming transmission","0",4,"seed mustard",50,50,68,61,46,46,62.4,49.85,26,16.4,20,130.677290836653,83.8574423480084,0,7
"475","o0pu",4,"seed ocean blue","English","28","female","Swedish",13734,"2","Naming transmission","0",4,"seed ocean blue",50,50,84,77,186,187,193.6,179.34,136.5,6.59999999999999,50.5,46.2833099579243,117.880485527544,1,7
"476","o0pu",5,"seed grass green","English","28","female","Swedish",19734,"2","Naming transmission","0",4,"seed grass green",50,50,60,53,135,127,136.5,117.98,62.4,9.5,64.6,51.2958963282938,116.228859301907,8,7
"477","o3eh",5,"seed dark rose","Danish","25","male","Dansk",14597,"2","Naming transmission","0",13,"seed mørk rosa",50,50,55,62,306,301,372.2,327.55,278,71.2,23,159.46248600224,46.4177598385469,5,7
"478","o3eh",5,"seed ocean blue","Danish","25","male","Dansk",23400,"2","Naming transmission","0",13,"seed havblå",50,50,51,57,188,189,193.6,179.34,136.5,4.59999999999999,52.5,32.258064516129,122.549019607843,1,6
"479","o3eh",5,"seed mustard","Danish","25","male","Dansk",14404,"2","Naming transmission","0",13,"seed sennepsgul",50,50,66,72,53,51,62.4,49.85,26,11.4,25,90.8366533864542,104.82180293501,2,6
"480","o3eh",4,"seed grass green","Danish","25","male","Dansk",34485,"2","Naming transmission","0",13,"seed græsgrøn",50,50,56,47,107,110,136.5,117.98,62.4,26.5,47.6,143.088552915767,85.6423173803526,3,9
"481","owq7",5,"seed ocean blue","English","23","male","Danish",22071,"2","Naming transmission","0",12,"seed ocean blue",50,50,69,81,191,191,193.6,179.34,136.5,2.59999999999999,54.5,18.2328190743338,127.217553688142,0,12
"482","owq7",6,"seed dark rose","English","23","male","Danish",7190,"2","Naming transmission","0",12,"seed dark rose",50,50,81,92,295,295,372.2,327.55,278,77.2,17,172.900335946249,34.3087790110999,0,11
"483","owq7",5,"seed mustard","English","23","male","Danish",32383,"2","Naming transmission","0",12,"seed mustard",50,50,38,40,42,41,62.4,49.85,26,21.4,15,170.517928286853,62.8930817610063,1,2
"484","owq7",4,"seed grass green","English","23","male","Danish",12964,"2","Naming transmission","0",12,"seed grass green",50,50,43,42,121,124,136.5,117.98,62.4,12.5,61.6,67.4946004319655,110.831234256927,3,1
"485","p6s3",6,"seed ocean blue","Danish","24","female","Dansksomalisk",14084,"1","Pure transmission","3",12,"seed havblå",50,50,48,60,186,186,193.6,179.34,136.5,7.59999999999999,49.5,53.2959326788219,115.546218487395,0,12
"486","p6s3",6,"seed dark rose","Danish","24","female","Dansksomalisk",2528,"1","Pure transmission","3",12,"seed mørk rosa",50,50,39,44,309,310,372.2,327.55,278,62.2,32,139.305711086226,64.5812310797174,1,5
"487","p6s3",6,"seed grass green","Danish","24","female","Dansksomalisk",15189,"1","Pure transmission","3",12,"seed græsgrøn",50,50,66,66,116,86,136.5,117.98,62.4,50.5,23.6,272.67818574514,42.461317020511,30,0
"488","p6s3",6,"seed mustard","Danish","24","female","Dansksomalisk",13861,"1","Pure transmission","3",12,"seed sennepsgul",50,50,44,64,57,55,62.4,49.85,26,7.4,29,58.9641434262948,121.593291404612,2,20
"489","pdov",6,"seed grass green","English","45","male","English",18668,"2","Naming transmission","0",2,"seed grass green",50,50,50,58,136,137,136.5,117.98,62.4,-0.5,74.6,-2.69978401727862,134.220942785174,1,8
"490","pdov",4,"seed dark rose","English","45","male","English",38904,"2","Naming transmission","0",2,"seed dark rose",50,50,46,61,328,321,372.2,327.55,278,51.2,43,114.669652855543,86.7810292633703,7,15
"491","pdov",6,"seed ocean blue","English","45","male","English",10840,"2","Naming transmission","0",2,"seed ocean blue",50,50,66,68,182,184,193.6,179.34,136.5,9.59999999999999,47.5,67.3211781206171,110.877684407096,2,2
"492","pdov",6,"seed mustard","English","45","male","English",10853,"2","Naming transmission","0",2,"seed mustard",50,50,69,78,43,44,62.4,49.85,26,18.4,18,146.613545816733,75.4716981132075,1,9
"493","pwy0",4,"seed mustard","Danish","21","male","dansk",15976,"2","Naming transmission","1",11,"seed sennepsgul",50,50,42,39,54,56,62.4,49.85,26,6.4,30,50.996015936255,125.786163522013,2,3
"494","pwy0",3,"seed dark rose","Danish","21","male","dansk",11804,"2","Naming transmission","1",11,"seed mørk rosa",50,50,62,70,319,310,372.2,327.55,278,62.2,32,139.305711086226,64.5812310797174,9,8
"495","pwy0",3,"seed grass green","Danish","21","male","dansk",18680,"2","Naming transmission","1",11,"seed græsgrøn",50,50,48,50,132,136,136.5,117.98,62.4,0.5,73.6,2.69978401727862,132.421734436848,4,2
"496","pwy0",5,"seed ocean blue","Danish","21","male","dansk",10158,"2","Naming transmission","1",11,"seed havblå",50,50,76,77,177,178,193.6,179.34,136.5,15.6,41.5,109.396914446003,96.8720821661998,1,1
"497","px2q",5,"seed mustard","Danish","22","female","dansk",33446,"1","Pure transmission","2",5,"seed sennepsgul",50,50,74,62,47,47,62.4,49.85,26,15.4,21,122.709163346614,88.0503144654088,0,12
"498","px2q",5,"seed grass green","Danish","22","female","dansk",29860,"1","Pure transmission","2",5,"seed græsgrøn",50,50,69,61,126,121,136.5,117.98,62.4,15.5,58.6,83.6933045356372,105.433609211947,5,8
"499","px2q",6,"seed ocean blue","Danish","22","female","dansk",16015,"1","Pure transmission","2",5,"seed havblå",50,50,60,56,180,179,193.6,179.34,136.5,14.6,42.5,102.384291725105,99.2063492063492,1,4
"500","px2q",6,"seed dark rose","Danish","22","female","dansk",16719,"1","Pure transmission","2",5,"seed mørk rosa",50,50,27,29,311,306,372.2,327.55,278,66.2,28,148.264277715566,56.5085771947528,5,2
"501","q135",4,"seed mustard","Danish","21","male","Dansk",5071,"2","Naming transmission","2",3,"seed sennepsgul",50,50,60,65,43,45,62.4,49.85,26,17.4,19,138.645418326693,79.6645702306079,2,5
"502","q135",5,"seed dark rose","Danish","21","male","Dansk",8449,"2","Naming transmission","2",3,"seed mørk rosa",50,50,62,69,317,317,372.2,327.55,278,55.2,39,123.628219484882,78.7083753784056,0,7
"503","q135",2,"seed ocean blue","Danish","21","male","Dansk",18112,"2","Naming transmission","2",3,"seed havblå",50,50,55,66,180,183,193.6,179.34,136.5,10.6,46.5,74.3338008415147,108.543417366947,3,11
"504","q135",2,"seed grass green","Danish","21","male","Dansk",32269,"2","Naming transmission","2",3,"seed græsgrøn",50,50,57,58,96,107,136.5,117.98,62.4,29.5,44.6,159.287257019438,80.2446923353724,11,1
"505","q7e4",5,"seed dark rose","English","23","male","German",6611,"2","Naming transmission","0",8,"seed dark rose",50,50,53,60,312,302,372.2,327.55,278,70.2,24,157.222844344905,48.4359233097881,10,7
"506","q7e4",6,"seed grass green","English","23","male","German",15074,"2","Naming transmission","0",8,"seed grass green",50,50,53,55,133,133,136.5,117.98,62.4,3.5,70.6,18.8984881209503,127.024109391868,0,2
"507","q7e4",6,"seed mustard","English","23","male","German",15295,"2","Naming transmission","0",8,"seed mustard",50,50,54,42,50,50,62.4,49.85,26,12.4,24,98.804780876494,100.62893081761,0,12
"508","q7e4",4,"seed ocean blue","English","23","male","German",25786,"2","Naming transmission","0",8,"seed ocean blue",50,50,77,57,186,186,193.6,179.34,136.5,7.59999999999999,49.5,53.2959326788219,115.546218487395,0,20
"509","qgmv",6,"seed grass green","Danish","26","male","Dansk",14150,"1","Pure transmission","1",7,"seed græsgrøn",50,50,64,69,126,135,136.5,117.98,62.4,1.5,72.6,8.09935205183585,130.622526088521,9,5
"510","qgmv",6,"seed dark rose","Danish","26","male","Dansk",9361,"1","Pure transmission","1",7,"seed mørk rosa",50,50,45,64,300,295,372.2,327.55,278,77.2,17,172.900335946249,34.3087790110999,5,19
"511","qgmv",5,"seed mustard","Danish","26","male","Dansk",9393,"1","Pure transmission","1",7,"seed sennepsgul",50,50,52,62,43,42,62.4,49.85,26,20.4,16,162.549800796813,67.0859538784067,1,10
"512","qgmv",6,"seed ocean blue","Danish","26","male","Dansk",10998,"1","Pure transmission","1",7,"seed havblå",50,50,65,75,184,184,193.6,179.34,136.5,9.59999999999999,47.5,67.3211781206171,110.877684407096,0,10
"513","qmv3",5,"seed grass green","Danish","25","female","dansk",8766,"2","Naming transmission","0",4,"seed græsgrøn",50,50,36,39,115,116,136.5,117.98,62.4,20.5,53.6,110.691144708423,96.4375674703131,1,3
"514","qmv3",4,"seed mustard","Danish","25","female","dansk",24002,"2","Naming transmission","0",4,"seed sennepsgul",50,50,37,36,53,54,62.4,49.85,26,8.4,28,66.9322709163347,117.400419287212,1,1
"515","qmv3",4,"seed dark rose","Danish","25","female","dansk",27244,"2","Naming transmission","0",4,"seed mørk rosa",50,50,57,50,315,313,372.2,327.55,278,59.2,35,132.586786114222,70.635721493441,2,7
"516","qmv3",5,"seed ocean blue","Danish","25","female","dansk",24971,"2","Naming transmission","0",4,"seed havblå",50,50,35,41,180,185,193.6,179.34,136.5,8.59999999999999,48.5,60.3085553997195,113.211951447246,5,6
"517","qtjv",3,"seed mustard","English","29","female","Estonian",27551,"2","Naming transmission","0",11,"seed mustard",50,50,35,38,43,42,62.4,49.85,26,20.4,16,162.549800796813,67.0859538784067,1,3
"518","qtjv",4,"seed grass green","English","29","female","Estonian",39680,"2","Naming transmission","0",11,"seed grass green",50,50,42,43,121,121,136.5,117.98,62.4,15.5,58.6,83.6933045356372,105.433609211947,0,1
"519","qtjv",4,"seed ocean blue","English","29","female","Estonian",61270,"2","Naming transmission","0",11,"seed ocean blue",50,50,66,69,192,191,193.6,179.34,136.5,2.59999999999999,54.5,18.2328190743338,127.217553688142,1,3
"520","qtjv",3,"seed dark rose","English","29","female","Estonian",40720,"2","Naming transmission","0",11,"seed dark rose",50,50,56,81,306,295,372.2,327.55,278,77.2,17,172.900335946249,34.3087790110999,11,25
"521","qvhj",5,"seed dark rose","Danish","30","male","Danskfransk",12584,"2","Naming transmission","2",2,"seed mørk rosa",50,50,61,62,318,317,372.2,327.55,278,55.2,39,123.628219484882,78.7083753784056,1,1
"522","qvhj",5,"seed mustard","Danish","30","male","Danskfransk",11566,"2","Naming transmission","2",2,"seed sennepsgul",50,50,74,60,47,43,62.4,49.85,26,19.4,17,154.581673306773,71.2788259958071,4,14
"523","qvhj",4,"seed ocean blue","Danish","30","male","Danskfransk",10249,"2","Naming transmission","2",2,"seed havblå",50,50,65,55,176,180,193.6,179.34,136.5,13.6,43.5,95.3716690042076,101.540616246499,4,10
"524","qvhj",5,"seed grass green","Danish","30","male","Danskfransk",17128,"2","Naming transmission","2",2,"seed græsgrøn",50,50,53,57,103,96,136.5,117.98,62.4,40.5,33.6,218.682505399568,60.4534005037783,7,4
"525","r6m7",4,"seed dark rose","Danish","35","male","dansk",14377,"2","Naming transmission","3",11,"seed mørk rosa",50,50,46,66,313,296,372.2,327.55,278,76.2,18,170.660694288914,36.3269424823411,17,20
"526","r6m7",4,"seed ocean blue","Danish","35","male","dansk",18734,"2","Naming transmission","3",11,"seed havblå",50,50,61,54,180,181,193.6,179.34,136.5,12.6,44.5,88.35904628331,103.874883286648,1,7
"527","r6m7",3,"seed grass green","Danish","35","male","dansk",11486,"2","Naming transmission","3",11,"seed græsgrøn",50,50,50,56,105,128,136.5,117.98,62.4,8.5,65.6,45.8963282937365,118.028067650234,23,6
"528","r6m7",2,"seed mustard","Danish","35","male","dansk",10393,"2","Naming transmission","3",11,"seed sennepsgul",50,50,40,40,47,53,62.4,49.85,26,9.4,27,74.9003984063745,113.207547169811,6,0
"529","r8j7",4,"seed mustard","Danish","22","female","Dansk",8358,"2","Naming transmission","4",5,"seed sennepsgul",50,50,54,52,64,72,62.4,49.85,26,-9.6,46,-76.4940239043825,192.872117400419,8,2
"530","r8j7",5,"seed ocean blue","Danish","22","female","Dansk",12403,"2","Naming transmission","4",5,"seed havblå",50,50,53,55,188,184,193.6,179.34,136.5,9.59999999999999,47.5,67.3211781206171,110.877684407096,4,2
"531","r8j7",6,"seed grass green","Danish","22","female","Dansk",6236,"2","Naming transmission","4",5,"seed græsgrøn",50,50,85,85,110,108,136.5,117.98,62.4,28.5,45.6,153.887688984881,82.0439006836992,2,0
"532","r8j7",6,"seed dark rose","Danish","22","female","Dansk",4727,"2","Naming transmission","4",5,"seed mørk rosa",50,50,61,80,300,300,372.2,327.55,278,72.2,22,161.702127659575,44.3995963673057,0,19
"533","rd5a",6,"seed grass green","English","29","male","EnglishandArabic",5653,"1","Pure transmission","0",7,"seed grass green",50,50,66,73,120,112,136.5,117.98,62.4,24.5,49.6,132.289416846652,89.2407340770061,8,7
"534","rd5a",6,"seed mustard","English","29","male","EnglishandArabic",11443,"1","Pure transmission","0",7,"seed mustard",50,50,62,59,38,24,62.4,49.85,26,38.4,-2,305.97609561753,-8.38574423480084,14,3
"535","rd5a",6,"seed dark rose","English","29","male","EnglishandArabic",3357,"1","Pure transmission","0",7,"seed dark rose",50,50,81,66,310,311,372.2,327.55,278,61.2,33,137.066069428891,66.5993945509586,1,15
"536","rd5a",6,"seed ocean blue","English","29","male","EnglishandArabic",3513,"1","Pure transmission","0",7,"seed ocean blue",50,50,56,69,183,182,193.6,179.34,136.5,11.6,45.5,81.3464235624124,106.209150326797,1,13
"537","sfda",5,"seed dark rose","Danish","26","female","Dansk",26421,"1","Pure transmission","3",1,"seed mørk rosa",50,50,65,69,325,324,372.2,327.55,278,48.2,46,107.950727883539,92.8355196770938,1,4
"538","sfda",5,"seed ocean blue","Danish","26","female","Dansk",19260,"1","Pure transmission","3",1,"seed havblå",50,50,85,72,184,183,193.6,179.34,136.5,10.6,46.5,74.3338008415147,108.543417366947,1,13
"539","sfda",5,"seed mustard","Danish","26","female","Dansk",13303,"1","Pure transmission","3",1,"seed sennepsgul",50,50,65,63,47,48,62.4,49.85,26,14.4,22,114.741035856574,92.2431865828092,1,2
"540","sfda",5,"seed grass green","Danish","26","female","Dansk",31478,"1","Pure transmission","3",1,"seed græsgrøn",50,50,59,51,129,127,136.5,117.98,62.4,9.5,64.6,51.2958963282938,116.228859301907,2,8
"541","sfry",6,"seed mustard","Danish","20","female","Dansk",2533,"2","Naming transmission","3",13,"seed sennepsgul",50,50,46,48,59,58,62.4,49.85,26,4.4,32,35.0597609561753,134.171907756813,1,2
"542","sfry",4,"seed grass green","Danish","20","female","Dansk",5897,"2","Naming transmission","3",13,"seed græsgrøn",50,50,69,63,111,95,136.5,117.98,62.4,41.5,32.6,224.082073434125,58.6541921554516,16,6
"543","sfry",5,"seed ocean blue","Danish","20","female","Dansk",6370,"2","Naming transmission","3",13,"seed havblå",50,50,65,59,182,182,193.6,179.34,136.5,11.6,45.5,81.3464235624124,106.209150326797,0,6
"544","sfry",4,"seed dark rose","Danish","20","female","Dansk",2435,"2","Naming transmission","3",13,"seed mørk rosa",50,50,54,54,300,307,372.2,327.55,278,65.2,29,146.024636058231,58.5267406659939,7,0
"545","sm07",6,"seed grass green","Danish","22","male","Dansk",5076,"2","Naming transmission","3",0,"seed græsgrøn",50,50,60,55,117.98,132,136.5,117.98,62.4,4.5,69.6,24.2980561555076,125.224901043541,14.02,5
"546","sm07",6,"seed ocean blue","Danish","22","male","Dansk",9139,"2","Naming transmission","3",0,"seed havblå",50,50,60,69,179.34,180,193.6,179.34,136.5,13.6,43.5,95.3716690042076,101.540616246499,0.659999999999997,9
"547","sm07",4,"seed mustard","Danish","22","male","Dansk",8246,"2","Naming transmission","3",0,"seed sennepsgul",50,50,60,44,49.85,51,62.4,49.85,26,11.4,25,90.8366533864542,104.82180293501,1.15,16
"548","sm07",6,"seed dark rose","Danish","22","male","Dansk",5222,"2","Naming transmission","3",0,"seed mørk rosa",50,50,60,68,327.55,325,372.2,327.55,278,47.2,47,105.711086226204,94.853683148335,2.55000000000001,8
"549","sqtn",6,"seed mustard","Danish","24","female","Dansk",7451,"1","Pure transmission","4",10,"seed sennepsgul",50,50,61,59,53,55,62.4,49.85,26,7.4,29,58.9641434262948,121.593291404612,2,2
"550","sqtn",6,"seed grass green","Danish","24","female","Dansk",6462,"1","Pure transmission","4",10,"seed græsgrøn",50,50,58,53,118,124,136.5,117.98,62.4,12.5,61.6,67.4946004319655,110.831234256927,6,5
"551","sqtn",6,"seed ocean blue","Danish","24","female","Dansk",15985,"1","Pure transmission","4",10,"seed havblå",50,50,66,71,179,191,193.6,179.34,136.5,2.59999999999999,54.5,18.2328190743338,127.217553688142,12,5
"552","sqtn",6,"seed dark rose","Danish","24","female","Dansk",8802,"1","Pure transmission","4",10,"seed mørk rosa",50,50,75,63,327,328,372.2,327.55,278,44.2,50,98.9921612541994,100.908173562058,1,12
"553","st8l",5,"seed dark rose","Danish","21","male","Dansk",16557,"1","Pure transmission","0",14,"seed mørk rosa",50,50,84,76,296,300,372.2,327.55,278,72.2,22,161.702127659575,44.3995963673057,4,8
"554","st8l",3,"seed ocean blue","Danish","21","male","Dansk",30280,"1","Pure transmission","0",14,"seed havblå",50,50,66,73,199,197,193.6,179.34,136.5,-3.40000000000001,60.5,-23.8429172510519,141.223155929038,2,7
"555","st8l",4,"seed grass green","Danish","21","male","Dansk",24053,"1","Pure transmission","0",14,"seed græsgrøn",50,50,42,40,109,98,136.5,117.98,62.4,38.5,35.6,207.883369330454,64.0518172004318,11,2
"556","st8l",1,"seed mustard","Danish","21","male","Dansk",59697,"1","Pure transmission","0",14,"seed sennepsgul",50,50,34,43,59,62,62.4,49.85,26,0.399999999999999,36,3.18725099601593,150.943396226415,3,9
"557","thuf",2,"seed mustard","Danish","26","male","Dansk",20917,"1","Pure transmission","3",5,"seed sennepsgul",50,50,64,49,53,54,62.4,49.85,26,8.4,28,66.9322709163347,117.400419287212,1,15
